artifact_path,artifact_name,artifact_type,purpose,responsibilities,exclusions,classes,functions,imports,referenced_scripts,referenced_tables,referenced_rpcs,defined_rpcs,verifies,line_count,documentation_status,last_scanned_at,scan_error
scripts/code_testing/test_graph_connection.py,test_graph_connection.py,Python,Validates the production Microsoft Graph connection through a live authenticated request.,[],"[""Enumerate a complete Source of Truth."",""Execute synchronization."",""Modify Microsoft Graph source data."",""Write to the AlphaOmega database.""]",[],"[""test_graph_connection""]","[""scripts.connectors.ms_graph.graph_connection.graph_get""]","[""scripts/connectors/ms_graph/graph_connection.py""]",[],[],[],"[""An access token can be obtained."",""An authenticated Microsoft Graph request can be sent."",""Authentication through MSAL succeeds."",""Microsoft Graph configuration can be loaded."",""Microsoft Graph returns a valid HTTP response."",""Returned JSON can be parsed.""]",46,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/code_testing/test_graph_connector.py,test_graph_connector.py,Python,Validates complete Connector enumeration for the supported Microsoft Graph Sources of Truth.,[],"[""Modify Microsoft Graph source data."",""Perform Discovery, Extraction, or Load."",""Perform Translation."",""Write to the AlphaOmega database.""]",[],"[""print_connector_summary"",""test_onedrive_connector"",""test_onenote_connector""]","[""collections.Counter"",""scripts.connectors.ms_graph.graph_connector.GraphConnector""]","[""scripts/connectors/ms_graph/graph_connector.py""]",[],[],[],"[""Connector processing completes without involving downstream stages."",""Connector results can be summarized by canonical object type."",""OneDrive can be completely enumerated through GraphConnector."",""OneNote can be completely enumerated through GraphConnector.""]",102,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/code_testing/test_graph_content_retrievers.py,test_graph_content_retrievers.py,Python,Validates OneDrive and OneNote content retrievers without making live Microsoft Graph requests.,[],"[""Enumerate OneDrive or OneNote."",""Make live Microsoft Graph requests."",""Perform Extraction or Load."",""Persist Knowledge Objects.""]",[],"[""main"",""test_onedrive_missing_id"",""test_onedrive_retrieval"",""test_onenote_container_rejected"",""test_onenote_missing_id"",""test_onenote_missing_object_type"",""test_onenote_retrieval""]","[""common.object_types.CONTAINER"",""common.object_types.CONTENT"",""scripts.connectors.ms_graph.onedrive_content_retriever.OneDriveContentRetriever"",""scripts.connectors.ms_graph.onenote_content_retriever.OneNoteContentRetriever"",""unittest.mock.Mock"",""unittest.mock.patch""]","[""common/object_types.py"",""scripts/connectors/ms_graph/onedrive_content_retriever.py"",""scripts/connectors/ms_graph/onenote_content_retriever.py""]",[],[],[],"[""Missing OneDrive source object identity is rejected."",""Missing OneNote canonical object type is rejected."",""Missing OneNote source object identity is rejected."",""OneDrive content can be retrieved for a valid source object ID."",""OneNote CONTAINER objects are rejected from content retrieval."",""OneNote CONTENT can be retrieved for a valid source object ID."",""Retriever behavior uses AlphaOmega canonical object types downstream"",""of Translator.""]",231,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/code_testing/test_graph_discovery_pipeline_sample.py,test_graph_discovery_pipeline_sample.py,Python,"Validates a small deterministic live AlphaOmega pipeline from Microsoft Graph through Connector, Translator, and Discovery.",[],"[""Insert, update, or delete Knowledge Objects."",""Modify Microsoft Graph source data."",""Perform Extraction."",""Perform Load.""]",[],"[""add_notebook"",""build_connector_section"",""crawl"",""expected_name"",""find_exact_object"",""get_onedrive_sample"",""get_onenote_notebook"",""get_onenote_sample"",""main"",""print_discovery_summary"",""print_failures"",""run_pipeline"",""validate_discovery"",""validate_translator""]","[""collections.Counter"",""common.security.local_credential_provider.LocalCredentialProvider"",""pprint.pprint"",""scripts.connectors.connector_section.ConnectorSection"",""scripts.connectors.ms_graph.graph_connector.GraphConnector"",""scripts.database.database_connection.DatabaseConnection"",""scripts.database.knowledge_object_repository.KnowledgeObjectRepository"",""scripts.database.source_repository.SourceRepository"",""scripts.discovery.discovery_service.DiscoveryService"",""scripts.sync.sync_state.SyncState"",""scripts.translator.graph_translator.GraphTranslator""]","[""common/security/local_credential_provider.py"",""scripts/connectors/connector_section.py"",""scripts/connectors/ms_graph/graph_connector.py"",""scripts/database/database_connection.py"",""scripts/database/knowledge_object_repository.py"",""scripts/database/source_repository.py"",""scripts/discovery/discovery_service.py"",""scripts/sync/sync_state.py"",""scripts/translator/graph_translator.py""]",[],[],[],"[""Connector output completes and locks correctly."",""Discovery operates against real Translator output."",""Discovery output completes and locks correctly."",""Discovery produces only NEW, MODIFIED, or UNCHANGED states."",""Existing Knowledge Object identity and previous content hash are"",""Knowledge Object comparison executes through"",""KnowledgeObjectRepository."",""NEW and MODIFIED records require Extraction."",""Sample Microsoft Graph source retrieval completes successfully."",""Source identity resolves through SourceRepository."",""Successfully translated records receive a Discovery result or a"",""Translator accounts for Connector objects and locks its output."",""UNCHANGED records do not require Extraction."",""preserved."",""record-level Discovery error.""]",1407,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/code_testing/test_graph_pipeline_sample.py,test_graph_pipeline_sample.py,Python,"Provides a deterministic Connector to synchronization correlation to Translator regression test using small, known Microsoft Graph datasets.",[],"[""Enumerate the complete OneDrive or complete OneNote Source of Truth."",""Perform Discovery."",""Perform Extraction or Load."",""Persist Knowledge Objects.""]",[],"[""add_notebook"",""build_connector_section"",""crawl"",""expected_name"",""expected_type"",""find_exact_object"",""get_onedrive_sample"",""get_onenote_notebook"",""get_onenote_sample"",""get_unique_record"",""main"",""print_inventory"",""print_result"",""print_translator_output"",""validate_correlation_input"",""validate_games_hierarchy"",""validate_non_contiguous_hierarchy"",""validate_pipeline"",""validate_untitled_pages""]","[""collections.Counter"",""pprint.pprint"",""scripts.connectors.connector_section.ConnectorSection"",""scripts.connectors.ms_graph.graph_connector.GraphConnector"",""scripts.sync.sync_translation_input.TranslationInput"",""scripts.translator.graph_translator.GraphTranslator"",""uuid.UUID""]","[""scripts/connectors/connector_section.py"",""scripts/connectors/ms_graph/graph_connector.py"",""scripts/sync/sync_translation_input.py"",""scripts/translator/graph_translator.py""]",[],[],[],"[""Blank OneNote page titles become Untitled."",""Connector raw objects remain unchanged by synchronization preparation."",""ConnectorSection remains locked."",""Created and modified timestamps are preserved."",""Deep OneDrive traversal is preserved."",""Every Connector object receives one valid and unique correlation UUID."",""Names and canonical object types are translated correctly."",""Selected OneDrive and OneNote test scopes are retrieved completely."",""Source hierarchy paths are preserved."",""Source object and immediate parent identities are preserved."",""Standard and non-contiguous OneNote child-page relationships are"",""TranslatorRecord preserves its assigned correlation UUID."",""preserved.""]",1858,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/code_testing/test_graph_translator_onedrive.py,test_graph_translator_onedrive.py,Python,Validates the complete Microsoft Graph OneDrive Connector to Translator integration against the entire OneDrive Source of Truth.,[],"[""Modify OneDrive source data."",""Perform Discovery."",""Perform Extraction or Load."",""Persist Knowledge Objects.""]",[],"[""add_failure"",""expected_object_type"",""expected_parent_id"",""expected_source_path"",""main"",""print_failure"",""validate""]","[""collections.Counter"",""collections.abc.Mapping"",""scripts.connectors.ms_graph.graph_connector.GraphConnector"",""scripts.translator.graph_translator.GraphTranslator""]","[""scripts/connectors/ms_graph/graph_connector.py"",""scripts/translator/graph_translator.py""]",[],[],[],"[""Connector enumeration is complete."",""Connector processing completes successfully."",""Created and modified timestamps match Microsoft Graph."",""Every Connector object is accounted for."",""Names match Microsoft Graph."",""OneDrive files become CONTENT."",""OneDrive folders become CONTAINER."",""Parent object IDs match Microsoft Graph."",""Source object IDs match Microsoft Graph."",""Source paths match Microsoft Graph when provided."",""Translator processing completes successfully."",""Translator record errors are reported.""]",617,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/code_testing/test_graph_translator_onenote.py,test_graph_translator_onenote.py,Python,Validates the complete Microsoft Graph OneNote Connector to Translator integration against the entire OneNote Source of Truth.,[],"[""Modify OneNote source data."",""Perform Discovery."",""Perform Extraction or Load."",""Persist Knowledge Objects.""]",[],"[""add_failure"",""expected_name"",""expected_object_type"",""main"",""print_failure"",""validate""]","[""collections.Counter"",""collections.abc.Mapping"",""scripts.connectors.ms_graph.graph_connector.GraphConnector"",""scripts.translator.graph_translator.GraphTranslator""]","[""scripts/connectors/ms_graph/graph_connector.py"",""scripts/translator/graph_translator.py""]",[],[],[],"[""Blank OneNote page titles become Untitled."",""Connector enumeration is complete."",""Connector hierarchy remains marked as verified."",""Connector processing completes successfully."",""Connector-proven parent relationships survive Translation."",""Connector-proven source paths survive Translation."",""Created and modified timestamps match Microsoft Graph."",""Every Connector object is accounted for."",""Names match Microsoft Graph."",""Notebooks become CONTAINER."",""Pages become CONTENT."",""Section groups become CONTAINER."",""Sections become CONTAINER."",""Source object IDs match Microsoft Graph."",""Translator processing completes successfully."",""Translator record errors are reported.""]",782,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/code_testing/test_knowledge_object_repository.py,test_knowledge_object_repository.py,Python,Validates KnowledgeObjectRepository operations against the AlphaOmega database.,[],"[""Execute synchronization orchestration."",""Perform Discovery."",""Perform Extraction or Load."",""Retrieve content from a Source of Truth.""]",[],"[""main""]","[""common.security.local_credential_provider.LocalCredentialProvider"",""scripts.database.database_connection.DatabaseConnection"",""scripts.database.knowledge_object_repository.KnowledgeObjectRepository""]","[""common/security/local_credential_provider.py"",""scripts/database/database_connection.py"",""scripts/database/knowledge_object_repository.py""]",[],[],[],"[""Existing Knowledge Objects can be updated."",""Knowledge Objects can be created through the repository."",""Knowledge Objects can be found by source identity."",""Repository operations preserve the expected Knowledge Object identity"",""and persisted values.""]",103,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/code_testing/test_live_discovery_unchanged.py,test_live_discovery_unchanged.py,Python,Validates the Discovery UNCHANGED path against live persisted AlphaOmega data.,[],"[""Modify Knowledge Objects."",""Modify source data."",""Perform Extraction."",""Perform Load.""]",[],"[""build_database_infrastructure"",""build_translator_record"",""build_translator_section"",""get_existing_knowledge_object"",""main"",""validate_unchanged_record""]","[""common.security.local_credential_provider.LocalCredentialProvider"",""scripts.database.database_connection.DatabaseConnection"",""scripts.database.knowledge_object_repository.KnowledgeObjectRepository"",""scripts.database.source_repository.SourceRepository"",""scripts.discovery.discovery_service.DiscoveryService"",""scripts.sync.sync_state.SyncState"",""types.SimpleNamespace"",""uuid.uuid4""]","[""common/security/local_credential_provider.py"",""scripts/database/database_connection.py"",""scripts/database/knowledge_object_repository.py"",""scripts/database/source_repository.py"",""scripts/discovery/discovery_service.py"",""scripts/sync/sync_state.py""]",[],[],[],"[""A live translated source object can be compared with its existing"",""Discovery classifies matching source and persisted facts as UNCHANGED."",""Existing Knowledge Object identity is preserved."",""Knowledge Object."",""UNCHANGED records do not require Extraction.""]",787,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/code_testing/test_live_graph_extraction.py,test_live_graph_extraction.py,Python,Validates Extraction against live content retrieved from Microsoft Graph.,[],"[""Execute the complete synchronization pipeline."",""Modify Microsoft Graph source data."",""Perform Load."",""Persist Knowledge Objects.""]",[],"[""build_extraction_input"",""main"",""test_live_onedrive_extraction"",""test_live_onenote_extraction"",""validate_extraction_section""]","[""scripts.extraction.extraction_service.ExtractionService"",""types.SimpleNamespace""]","[""scripts/extraction/extraction_service.py""]",[],[],[],"[""Canonical extracted content is produced from the live source object."",""Extraction produces the metadata required for downstream Load."",""ExtractionService can process the retrieved source content."",""Live source content can be retrieved for controlled test objects.""]",293,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/code_testing/test_live_graph_load.py,test_live_graph_load.py,Python,Validates the NEW Load path using controlled live Microsoft Graph source objects and the AlphaOmega database.,[],"[""Modify Microsoft Graph source content."",""Perform broad Source of Truth synchronization."",""Test the MODIFIED Load path."",""Test the UNCHANGED synchronization path.""]",[],"[""build_association"",""build_database_infrastructure"",""build_discovery_record"",""build_translator_record"",""complete_test_processing_job"",""create_test_processing_job"",""extract_live_target"",""fail_test_processing_job"",""main"",""verify_knowledge_object"",""verify_sync_history"",""verify_target_is_new""]","[""common.security.local_credential_provider.LocalCredentialProvider"",""datetime.datetime"",""datetime.timezone"",""scripts.database.database_connection.DatabaseConnection"",""scripts.database.knowledge_object_repository.KnowledgeObjectRepository"",""scripts.database.source_repository.SourceRepository"",""scripts.extraction.extraction_service.ExtractionService"",""scripts.load.load_repository.LoadRepository"",""scripts.load.load_service.LoadService"",""scripts.sync.sync_association.SynchronizationAssociation"",""scripts.sync.sync_state.SyncState"",""types.SimpleNamespace"",""uuid.uuid4""]","[""common/security/local_credential_provider.py"",""scripts/database/database_connection.py"",""scripts/database/knowledge_object_repository.py"",""scripts/database/source_repository.py"",""scripts/extraction/extraction_service.py"",""scripts/load/load_repository.py"",""scripts/load/load_service.py"",""scripts/sync/sync_association.py"",""scripts/sync/sync_state.py""]","[""knowledge_objects"",""processing_jobs"",""sync_history""]",[],[],"[""Controlled live source objects are absent from knowledge_objects before"",""Live source content can be extracted for Load."",""NEW Knowledge Objects can be persisted through LoadService."",""NEW processing begins."",""NEW synchronization history events are recorded."",""Persisted Knowledge Objects contain the expected synchronized data."",""Processing Job state can be completed for successful test processing.""]",1151,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/code_testing/test_live_modified.py,test_live_modified.py,Python,Validates the targeted live AlphaOmega MODIFIED synchronization path for controlled OneDrive and OneNote content.,[],"[""Modify OneDrive or OneNote source content."",""Perform broad OneDrive or OneNote synchronization."",""Test the NEW synchronization path."",""Test the UNCHANGED synchronization path.""]",[],"[""build_association"",""build_connector_section"",""build_database_infrastructure"",""complete_processing_job"",""create_processing_job"",""extract_target"",""fail_processing_job"",""get_existing_knowledge_object"",""get_onedrive_target"",""get_onenote_target"",""main"",""run_discovery"",""translate_target"",""verify_modified_sync_history"",""verify_updated_knowledge_object""]","[""common.security.local_credential_provider.LocalCredentialProvider"",""datetime.datetime"",""datetime.timezone"",""scripts.connectors.connector_section.ConnectorSection"",""scripts.connectors.ms_graph.graph_connector.GraphConnector"",""scripts.database.database_connection.DatabaseConnection"",""scripts.database.knowledge_object_repository.KnowledgeObjectRepository"",""scripts.database.source_repository.SourceRepository"",""scripts.discovery.discovery_service.DiscoveryService"",""scripts.extraction.extraction_service.ExtractionService"",""scripts.load.load_repository.LoadRepository"",""scripts.load.load_service.LoadService"",""scripts.sync.sync_association.SynchronizationAssociation"",""scripts.sync.sync_state.SyncState"",""scripts.sync.sync_translation_input.TranslationInput"",""scripts.translator.graph_translator.GraphTranslator"",""uuid.uuid4""]","[""common/security/local_credential_provider.py"",""scripts/connectors/connector_section.py"",""scripts/connectors/ms_graph/graph_connector.py"",""scripts/database/database_connection.py"",""scripts/database/knowledge_object_repository.py"",""scripts/database/source_repository.py"",""scripts/discovery/discovery_service.py"",""scripts/extraction/extraction_service.py"",""scripts/load/load_repository.py"",""scripts/load/load_service.py"",""scripts/sync/sync_association.py"",""scripts/sync/sync_state.py"",""scripts/sync/sync_translation_input.py"",""scripts/translator/graph_translator.py""]","[""knowledge_objects"",""processing_jobs"",""sync_history""]",[],[],"[""Discovery classifies changed source objects as MODIFIED."",""Existing target Knowledge Objects can be resolved before processing."",""Live OneDrive and OneNote source objects can be retrieved and translated."",""Load updates the existing Knowledge Object rather than creating a new"",""MODIFIED records proceed through Extraction."",""MODIFIED synchronization history is recorded."",""Processing Job state reflects successful or failed processing."",""identity.""]",1600,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/code_testing/test_live_source_container_validation.py,test_live_source_container_validation.py,Python,Verifies that persisted AlphaOmega Source Container identities can be validated against their live Sources of Truth.,[],"[""Create Processing Jobs."",""Create Synchronization Runs."",""Execute synchronization."",""Modify the AlphaOmega database."",""Refresh the Source Container Catalog."",""Reserve synchronization."",""Retrieve synchronization content.""]",[],"[""get_source_by_name"",""main"",""require"",""select_active_container"",""validate_source""]","[""common.security.local_credential_provider.LocalCredentialProvider"",""scripts.connectors.ms_graph.onedrive_container_validator.OneDriveContainerValidator"",""scripts.connectors.ms_graph.onenote_container_validator.OneNoteContainerValidator"",""scripts.connectors.source_container_validator.SourceContainerValidator"",""scripts.database.database_connection.DatabaseConnection"",""scripts.database.source_container_repository.SourceContainerRepository"",""scripts.database.source_repository.SourceRepository""]","[""common/security/local_credential_provider.py"",""scripts/connectors/ms_graph/onedrive_container_validator.py"",""scripts/connectors/ms_graph/onenote_container_validator.py"",""scripts/connectors/source_container_validator.py"",""scripts/database/database_connection.py"",""scripts/database/source_container_repository.py"",""scripts/database/source_repository.py""]",[],[],[],"[""AlphaOmega identity to Microsoft Graph identity."",""An active persisted OneDrive Source Container can be resolved from"",""An active persisted OneNote Source Container can be resolved from"",""Generic Source Container validation routes both Sources correctly."",""The persisted OneDrive Microsoft Graph object still exists as a folder."",""The persisted OneNote Microsoft Graph object still exists in a complete"",""current OneNote container observation.""]",332,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/code_testing/test_live_sync_orchestrator_modified.py,test_live_sync_orchestrator_modified.py,Python,Validates a targeted live end-to-end MODIFIED synchronization run conducted by SynchronizationOrchestrator for one known OneDrive object.,[],"[""Modify the OneDrive source object."",""Synchronize the complete OneDrive Source of Truth."",""Test the NEW synchronization path."",""Test the UNCHANGED synchronization path.""]","[""TargetedOneDriveConnector""]","[""build_live_orchestrator"",""get_existing_knowledge_object"",""main"",""run"",""verify_database_result"",""verify_processing_job""]","[""common.security.local_credential_provider.LocalCredentialProvider"",""scripts.connectors.connector_section.ConnectorSection"",""scripts.connectors.ms_graph.graph_connector.GraphConnector"",""scripts.database.database_connection.DatabaseConnection"",""scripts.database.knowledge_object_repository.KnowledgeObjectRepository"",""scripts.database.processing_job_repository.ProcessingJobRepository"",""scripts.database.source_repository.SourceRepository"",""scripts.discovery.discovery_service.DiscoveryService"",""scripts.extraction.extraction_service.ExtractionService"",""scripts.load.load_repository.LoadRepository"",""scripts.load.load_service.LoadService"",""scripts.orchestration.sync_orchestrator.SynchronizationOrchestrator"",""scripts.sync.sync_state.SyncState"",""scripts.translator.graph_translator.GraphTranslator""]","[""common/security/local_credential_provider.py"",""scripts/connectors/connector_section.py"",""scripts/connectors/ms_graph/graph_connector.py"",""scripts/database/database_connection.py"",""scripts/database/knowledge_object_repository.py"",""scripts/database/processing_job_repository.py"",""scripts/database/source_repository.py"",""scripts/discovery/discovery_service.py"",""scripts/extraction/extraction_service.py"",""scripts/load/load_repository.py"",""scripts/load/load_service.py"",""scripts/orchestration/sync_orchestrator.py"",""scripts/sync/sync_state.py"",""scripts/translator/graph_translator.py""]","[""knowledge_objects"",""processing_jobs"",""sync_history""]",[],[],"[""Discovery classifies the controlled object as MODIFIED."",""Eligible MODIFIED content proceeds through Extraction and Load."",""Synchronization history records the expected persistence event."",""SynchronizationOrchestrator executes the production synchronization"",""The Processing Job completes successfully with the expected sync"",""The controlled OneDrive target begins with an existing Knowledge Object."",""The existing Knowledge Object is updated rather than assigned a new"",""identity."",""process type and pipeline version."",""stages for exactly one targeted OneDrive object.""]",1051,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/code_testing/test_live_sync_orchestrator_onenote_modified.py,test_live_sync_orchestrator_onenote_modified.py,Python,Validates a targeted live end-to-end MODIFIED synchronization run conducted by SynchronizationOrchestrator for one known OneNote page.,[],"[""Modify the OneNote source page."",""Synchronize the complete OneNote Source of Truth."",""Test the NEW synchronization path."",""Test the UNCHANGED synchronization path.""]","[""TargetedOneNoteConnector""]","[""build_live_orchestrator"",""get_existing_knowledge_object"",""main"",""run"",""verify_database_result"",""verify_processing_job""]","[""common.security.local_credential_provider.LocalCredentialProvider"",""scripts.connectors.connector_section.ConnectorSection"",""scripts.connectors.ms_graph.graph_connector.GraphConnector"",""scripts.database.database_connection.DatabaseConnection"",""scripts.database.knowledge_object_repository.KnowledgeObjectRepository"",""scripts.database.processing_job_repository.ProcessingJobRepository"",""scripts.database.source_repository.SourceRepository"",""scripts.discovery.discovery_service.DiscoveryService"",""scripts.extraction.extraction_service.ExtractionService"",""scripts.load.load_repository.LoadRepository"",""scripts.load.load_service.LoadService"",""scripts.orchestration.sync_orchestrator.SynchronizationOrchestrator"",""scripts.sync.sync_state.SyncState"",""scripts.translator.graph_translator.GraphTranslator""]","[""common/security/local_credential_provider.py"",""scripts/connectors/connector_section.py"",""scripts/connectors/ms_graph/graph_connector.py"",""scripts/database/database_connection.py"",""scripts/database/knowledge_object_repository.py"",""scripts/database/processing_job_repository.py"",""scripts/database/source_repository.py"",""scripts/discovery/discovery_service.py"",""scripts/extraction/extraction_service.py"",""scripts/load/load_repository.py"",""scripts/load/load_service.py"",""scripts/orchestration/sync_orchestrator.py"",""scripts/sync/sync_state.py"",""scripts/translator/graph_translator.py""]","[""knowledge_objects"",""processing_jobs"",""sync_history""]",[],[],"[""Discovery classifies the controlled page as MODIFIED."",""Eligible MODIFIED content proceeds through Extraction and Load."",""SynchronizationOrchestrator executes the production synchronization"",""The Processing Job completes successfully."",""The controlled OneNote target begins with an existing Knowledge Object."",""The existing Knowledge Object is updated rather than assigned a new"",""The resulting database state is verified after orchestration."",""identity."",""stages for exactly one targeted OneNote page.""]",1216,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/code_testing/test_live_sync_orchestrator_onenote_same_hash.py,test_live_sync_orchestrator_onenote_same_hash.py,Python,Validates the live orchestration path where OneNote metadata causes Discovery to report MODIFIED but Extraction produces the same canonical content hash already stored for the Knowledge Object.,[],"[""Create a synchronization history event for the unchanged Knowledge"",""Modify the OneNote source page."",""Object."",""Synchronize the complete OneNote Source of Truth."",""Update the controlled Knowledge Object when canonical content is"",""unchanged.""]","[""TargetedOneNoteConnector""]","[""build_live_orchestrator"",""get_existing_knowledge_object"",""main"",""run"",""verify_database_unchanged"",""verify_processing_job""]","[""common.security.local_credential_provider.LocalCredentialProvider"",""scripts.connectors.connector_section.ConnectorSection"",""scripts.connectors.ms_graph.graph_connector.GraphConnector"",""scripts.database.database_connection.DatabaseConnection"",""scripts.database.knowledge_object_repository.KnowledgeObjectRepository"",""scripts.database.processing_job_repository.ProcessingJobRepository"",""scripts.database.source_repository.SourceRepository"",""scripts.discovery.discovery_service.DiscoveryService"",""scripts.extraction.extraction_service.ExtractionService"",""scripts.load.load_repository.LoadRepository"",""scripts.load.load_service.LoadService"",""scripts.orchestration.sync_orchestrator.SynchronizationOrchestrator"",""scripts.sync.sync_state.SyncState"",""scripts.translator.graph_translator.GraphTranslator""]","[""common/security/local_credential_provider.py"",""scripts/connectors/connector_section.py"",""scripts/connectors/ms_graph/graph_connector.py"",""scripts/database/database_connection.py"",""scripts/database/knowledge_object_repository.py"",""scripts/database/processing_job_repository.py"",""scripts/database/source_repository.py"",""scripts/discovery/discovery_service.py"",""scripts/extraction/extraction_service.py"",""scripts/load/load_repository.py"",""scripts/load/load_service.py"",""scripts/orchestration/sync_orchestrator.py"",""scripts/sync/sync_state.py"",""scripts/translator/graph_translator.py""]","[""knowledge_objects"",""processing_jobs"",""sync_history""]",[],[],"[""A changed parent Section timestamp can cause the controlled OneNote"",""Discovery classifies the controlled page as MODIFIED."",""Extraction executes for the MODIFIED record."",""Extraction produces the same canonical content hash already stored."",""Knowledge Object."",""No new synchronization history event is created for the controlled"",""SynchronizationOrchestrator stops the record before Load when the"",""The Processing Job still completes successfully."",""The existing Knowledge Object remains unchanged."",""Translator uses the parent Section modification timestamp as the"",""canonical content hash is unchanged."",""page to enter the MODIFIED path."",""page's source_modified_at.""]",1294,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/code_testing/test_live_synchronization_execution_onedrive.py,test_live_synchronization_execution_onedrive.py,Python,Perform a substantial live production synchronization against the top-level OneDrive folder named AIOS. Selection rule: Multiple folders named AIOS may exist. The test resolves every active AIOS Source Container through live Microsoft Graph and selects only the AIOS folder whose parentReference.path identifies the OneDrive root.,[],"[""Delete execution evidence."",""Guess between duplicate AIOS folder names."",""Synchronize Entire OneDrive."",""Use the AlphaOmega Source Root as the synchronization target.""]",[],"[""build_orchestrator"",""count_catalog_descendants"",""create_database"",""is_drive_root_parent_path"",""load_processing_job"",""load_sync_run"",""main"",""resolve_onedrive_source"",""resolve_top_level_aios_container""]","[""common.security.local_credential_provider.LocalCredentialProvider"",""scripts.application.synchronization_connector_service.SynchronizationConnectorService"",""scripts.application.synchronization_execution_service.SynchronizationExecutionService"",""scripts.connectors.ms_graph.graph_connector.GraphConnector"",""scripts.database.database_connection.DatabaseConnection"",""scripts.database.knowledge_object_repository.KnowledgeObjectRepository"",""scripts.database.processing_job_repository.ProcessingJobRepository"",""scripts.database.source_repository.SourceRepository"",""scripts.database.synchronization_reservation_repository.SynchronizationReservationRepository"",""scripts.discovery.discovery_service.DiscoveryService"",""scripts.extraction.extraction_service.ExtractionService"",""scripts.load.load_repository.LoadRepository"",""scripts.load.load_service.LoadService"",""scripts.orchestration.sync_orchestrator.SynchronizationOrchestrator"",""scripts.sync.source_container_root_service.SourceContainerRootService"",""scripts.translator.graph_translator.GraphTranslator""]","[""common/security/local_credential_provider.py"",""scripts/application/synchronization_connector_service.py"",""scripts/application/synchronization_execution_service.py"",""scripts/connectors/ms_graph/graph_connector.py"",""scripts/database/database_connection.py"",""scripts/database/knowledge_object_repository.py"",""scripts/database/processing_job_repository.py"",""scripts/database/source_repository.py"",""scripts/database/synchronization_reservation_repository.py"",""scripts/discovery/discovery_service.py"",""scripts/extraction/extraction_service.py"",""scripts/load/load_repository.py"",""scripts/load/load_service.py"",""scripts/orchestration/sync_orchestrator.py"",""scripts/sync/source_container_root_service.py"",""scripts/translator/graph_translator.py""]","[""processing_jobs"",""source_containers"",""sources"",""sync_runs""]",[],[],"[""Real file content is extracted."",""The AlphaOmega synthetic Source Root is never selected."",""The Processing Job and Synchronization Run persist successfully."",""The enabled OneDrive Source can be resolved."",""The real atomic synchronization reservation is used."",""The real bounded OneDrive scoped Connector is used."",""The reserved Processing Job reaches SynchronizationOrchestrator."",""The top-level AIOS Source Container can be identified unambiguously."",""Translator, Discovery, Extraction, and Load execute.""]",949,COMPLETE,2026-09-13 05:06:34.617284+00,null
